Provincia,Partido,Localidad,Link Indec,ADSL,Cablemodem,Dail Up,Fibra Optica,Otros1,Satelital,Wimax,Wireless,Total general,Otros,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps
Cordoba,Tercero Arriba,Pampayasta Norte,14161120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cordoba,Tercero Arriba,Punta del Agua,14161140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cordoba,Tercero Arriba,Dalmacio Vélez,14161040,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,460.0,,0.0,0.0,0.0,431.0,27.0,2.0,0.0
Cordoba,Totoral,Las Peñas,14168060,25.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,256.0,,0.0,150.0,81.0,24.0,0.0,0.0,0.0
Cordoba,Totoral,SARMIENTO,14168090,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,
Cordoba,Totoral,Villa del Totoral,14168120,306.0,0.0,0.0,1192.0,2.0,0.0,0.0,369.0,1869.0,,0.0,0.0,361.0,266.0,26.0,1053.0,163.0
Cordoba,Totoral,Sinsacate,14168110,34.0,0.0,0.0,934.0,0.0,0.0,0.0,15.0,983.0,,0.0,3.0,28.0,13.0,0.0,8.0,931.0
Cordoba,Tulumba,Las Arrias,14175050,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Cordoba,Tulumba,San José de la Dormida,14175080,96.0,0.0,0.0,0.0,0.0,1.0,0.0,263.0,360.0,,1.0,0.0,264.0,89.0,1.0,0.0,0.0
Cordoba,Tulumba,Villa Tulumba,14175110,0.0,0.0,0.0,2.0,0.0,0.0,0.0,169.0,171.0,,0.0,96.0,73.0,2.0,0.0,0.0,0.0
Cordoba,Tulumba,San Pedro Norte,14175100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,,0.0,30.0,30.0,0.0,0.0,0.0,0.0
Cordoba,Tulumba,Rosario del Saladillo,14175070,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cordoba,Unión,Alto Alegre,14182020,140.0,155.0,0.0,1.0,0.0,0.0,0.0,0.0,296.0,,0.0,0.0,0.0,164.0,0.0,132.0,0.0
Cordoba,Unión,Ballesteros,14182040,563.0,0.0,0.0,76.0,0.0,0.0,0.0,65.0,704.0,1.0,0.0,0.0,3.0,697.0,3.0,0.0,0.0
Cordoba,Unión,Ballesteros Sur,14182050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,71.0,,0.0,0.0,0.0,71.0,0.0,0.0,0.0
Cordoba,Unión,Bell Ville,14182060,673.0,8461.0,0.0,3342.0,0.0,0.0,0.0,0.0,12476.0,25.0,0.0,37.0,154.0,319.0,174.0,2825.0,8943.0
Cordoba,Unión,Benjamín Gould,14182070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,,0.0,0.0,73.0,0.0,0.0,0.0,0.0
Cordoba,Unión,Canals,14182080,126.0,0.0,0.0,574.0,0.0,0.0,0.0,388.0,1088.0,,0.0,2.0,387.0,138.0,20.0,541.0,0.0
Cordoba,Unión,Chilibroste,14182090,146.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,153.0,1.0,0.0,0.0,143.0,9.0,0.0,0.0,0.0
Cordoba,Unión,Cintra,14182100,315.0,0.0,0.0,1.0,0.0,1.0,0.0,76.0,393.0,1.0,1.0,0.0,1.0,390.0,0.0,0.0,0.0
Cordoba,Unión,Idiazabal,14182130,0.0,0.0,0.0,461.0,0.0,1.0,0.0,0.0,462.0,2.0,1.0,0.0,0.0,443.0,8.0,8.0,0.0
Cordoba,Unión,Justiniano Posse,14182140,0.0,0.0,0.0,3005.0,0.0,0.0,0.0,1.0,3006.0,1.0,0.0,0.0,0.0,1.0,0.0,2775.0,227.0
Cordoba,Unión,Laborde,14182150,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,,0.0,0.0,2.0,74.0,5.0,64.0,0.0
Cordoba,Unión,Monte Maíz,14182170,661.0,1766.0,0.0,339.0,0.0,0.0,0.0,0.0,2766.0,35.0,0.0,0.0,1258.0,1402.0,46.0,20.0,4.0
Cordoba,Unión,Morrison,14182180,767.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1212.0,220.0,0.0,0.0,0.0,688.0,74.0,149.0,81.0
Cordoba,Unión,Noetinger,14182190,0.0,0.0,0.0,921.0,0.0,0.0,0.0,218.0,1139.0,,0.0,0.0,564.0,421.0,150.0,0.0,0.0
Cordoba,Unión,Ordóñez,14182200,229.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0,897.0,,0.0,0.0,0.0,755.0,109.0,21.0,12.0
Cordoba,Unión,Pascanas,14182210,0.0,0.0,0.0,364.0,0.0,0.0,0.0,35.0,399.0,,0.0,0.0,0.0,0.0,0.0,399.0,0.0
Cordoba,Unión,Pueblo Italiano,14182220,0.0,204.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,,1.0,0.0,0.0,197.0,5.0,2.0,0.0
Cordoba,Unión,Ramón J. Cárcano,14182230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Cordoba,Unión,San Antonio de Litín,14182240,368.0,0.0,0.0,1.0,6.0,0.0,0.0,54.0,429.0,1.0,0.0,0.0,395.0,33.0,0.0,0.0,0.0
Cordoba,Unión,San Marcos,14182250,104.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,107.0,3.0,0.0,1.0,1.0,84.0,18.0,0.0,0.0
Cordoba,Unión,Viamonte,14182270,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,19.0,3.0,2.0,0.0
Cordoba,Unión,Wenceslao Escalante,14182290,23.0,85.0,0.0,0.0,0.0,1.0,0.0,10.0,119.0,,1.0,2.0,1.0,112.0,0.0,2.0,0.0
Cordoba,Unión,Colonia Bismarck,14182110,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,,0.0,0.0,0.0,22.0,0.0,0.0,0.0
Corrientes,Bella Vista,Bella Vista,18007010,747.0,600.0,0.0,0.0,100.0,2.0,0.0,600.0,2049.0,300.0,2.0,10.0,1064.0,631.0,27.0,12.0,0.0
Corrientes,Berón de Astrada,Berón de Astrada,18014010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Capital,Corrientes,18021020,8020.0,66934.0,3.0,18937.0,7.0,3.0,0.0,1310.0,95214.0,50.0,2.0,624.0,2425.0,4661.0,139.0,4756.0,82342.0
Corrientes,Capital,Laguna Brava,18021030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Capital,Riachuelo,18021040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,171.0,172.0,,1.0,0.0,92.0,79.0,0.0,0.0,0.0
Corrientes,Capital,San Cayetano,18021050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Concepción,Concepción,18028010,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,25.0,,0.0,0.0,0.0,0.0,23.0,0.0,2.0
Corrientes,Concepción,Santa Rosa,18028020,0.0,0.0,0.0,2.0,3.0,0.0,0.0,20.0,25.0,,0.0,0.0,0.0,0.0,23.0,0.0,2.0
Corrientes,Concepción,Tabay,18028030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,20.0,,1.0,0.0,0.0,0.0,19.0,0.0,0.0
Corrientes,Concepción,Tatacua,18028040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Curuzú Cuatiá,Cazadores Correntinos,18035010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,,1.0,1.0,13.0,0.0,0.0,0.0,0.0
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,585.0,0.0,0.0,5965.0,3030.0,5.0,0.0,548.0,10133.0,3036.0,3.0,75.0,378.0,2792.0,2500.0,1006.0,341.0
Corrientes,Curuzú Cuatiá,Perugorría,18035030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,90.0,,1.0,1.0,88.0,0.0,0.0,0.0,0.0
Corrientes,Empedrado,El Sombrero,18042010,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,,1.0,0.0,2.0,5.0,0.0,0.0,0.0
Corrientes,Empedrado,Empedrado,18042020,688.0,300.0,0.0,0.0,0.0,2.0,0.0,103.0,1093.0,,2.0,7.0,424.0,581.0,73.0,3.0,0.0
Corrientes,Esquina,Esquina,18049010,246.0,1247.0,0.0,1315.0,1500.0,1.0,0.0,649.0,4958.0,1500.0,1.0,4.0,9.0,1595.0,534.0,1275.0,40.0
Corrientes,Esquina,Pueblo Libertador,18049020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,432.0,433.0,,1.0,0.0,0.0,432.0,0.0,0.0,0.0
Corrientes,General Alvear,Alvear,18056010,443.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,445.0,,1.0,8.0,10.0,389.0,32.0,2.0,0.0
Corrientes,General Paz,Itá Ibaté,18063010,99.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,109.0,,3.0,3.0,7.0,82.0,12.0,1.0,0.0
Corrientes,General Paz,Lomas de Vallejos,18063020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,0.0,1.0,0.0,2.0,0.0,0.0,0.0,98.0,101.0,,0.0,1.0,80.0,0.0,18.0,0.0,2.0
Corrientes,General Paz,Palmar Grande,18063040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,,1.0,0.0,10.0,0.0,0.0,0.0,0.0
Corrientes,Goya,Colonia Carolina,18070010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Corrientes,Goya,Goya,18070020,1339.0,13722.0,0.0,6318.0,2.0,4.0,0.0,1.0,21386.0,,4.0,55.0,1889.0,3462.0,1117.0,376.0,14391.0
Corrientes,ItatÍ,Itatí,18077010,352.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,379.0,,1.0,3.0,27.0,294.0,46.0,8.0,0.0
Corrientes,ItatÍ,Ramada Paso,18077020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Corrientes,Ituzaingó,Colonia Liebig's,18084010,0.0,276.0,0.0,0.0,0.0,1.0,0.0,32.0,309.0,,1.0,20.0,288.0,0.0,0.0,0.0,0.0
Corrientes,Ituzaingó,Ituzaingó,18084020,1386.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1391.0,,1.0,122.0,157.0,1022.0,66.0,5.0,2.0
Corrientes,Ituzaingó,Villa Olivari,18084050,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,18.0,,1.0,0.0,0.0,0.0,16.0,0.0,1.0
Corrientes,Lavalle,Gobernador Juan E. Martínez,18091020,0.0,0.0,0.0,96.0,0.0,1.0,0.0,34.0,131.0,,1.0,0.0,96.0,34.0,0.0,0.0,0.0
Corrientes,Lavalle,Lavalle,18091030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Lavalle,Santa Lucía,18091040,19.0,0.0,0.0,820.0,0.0,1.0,0.0,2.0,842.0,2.0,1.0,523.0,299.0,17.0,0.0,0.0,0.0
Corrientes,Mburucuyá,Mburucuyá,18098010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,51.0,,2.0,0.0,49.0,0.0,0.0,0.0,0.0
Corrientes,Mercedes,Felipe Yofré,18105010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Mercedes,Mercedes,18105030,1434.0,1971.0,0.0,554.0,0.0,1.0,0.0,2003.0,5963.0,1.0,1.0,75.0,311.0,3407.0,294.0,102.0,1747.0
Corrientes,Monte Caseros,Juan Pujol,18112030,0.0,0.0,0.0,210.0,0.0,2.0,0.0,228.0,440.0,,2.0,0.0,373.0,48.0,0.0,17.0,0.0
Corrientes,Monte Caseros,Mocoretá,18112040,22.0,0.0,0.0,244.0,0.0,1.0,0.0,49.0,316.0,,1.0,0.0,6.0,197.0,4.0,107.0,0.0
Corrientes,Monte Caseros,Monte Caseros,18112050,1260.0,0.0,0.0,1016.0,0.0,1.0,0.0,2632.0,4909.0,,1.0,1085.0,1522.0,2143.0,33.0,101.0,12.0
Corrientes,Monte Caseros,Colonia Libertad,18112010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,,0.0,1.0,144.0,4.0,0.0,0.0,0.0
Corrientes,Monte Caseros,Parada Acuña,18112060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0
Corrientes,Monte Caseros,Estación Libertad,18112020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Corrientes,Monte Caseros,Parada Labougle,18112070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,,0.0,0.0,69.0,2.0,0.0,0.0,0.0
Corrientes,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,,,,,,,,
Corrientes,Paso de los Libres,Bonpland,18119010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,,0.0,1.0,55.0,0.0,0.0,0.0,0.0
Corrientes,Paso de los Libres,Paso de los Libres,18119030,2115.0,0.0,0.0,5.0,0.0,2.0,59.0,0.0,2181.0,4.0,1.0,236.0,594.0,1198.0,55.0,74.0,1.0
Corrientes,Paso de los Libres,Parada Pucheta,18119020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,,0.0,1.0,36.0,0.0,0.0,0.0,0.0
Corrientes,Saladas,Saladas,18126010,697.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,699.0,,2.0,12.0,13.0,608.0,37.0,25.0,0.0
Corrientes,Saladas,San Lorenzo,18126020,0.0,0.0,0.0,75.0,50.0,1.0,0.0,18.0,144.0,50.0,1.0,0.0,18.0,75.0,0.0,0.0,0.0
Corrientes,San Cosme,Paso de la Patria,18133020,0.0,0.0,0.0,1.0,130.0,1.0,0.0,60.0,192.0,,1.0,0.0,178.0,12.0,0.0,0.0,1.0
Corrientes,San Cosme,San Cosme,18133030,81.0,0.0,0.0,0.0,150.0,1.0,0.0,9.0,241.0,,1.0,0.0,159.0,68.0,8.0,4.0,0.0
Corrientes,San Cosme,Santa Ana,18133040,0.0,0.0,0.0,0.0,88.0,0.0,0.0,30.0,118.0,,0.0,0.0,118.0,0.0,0.0,0.0,0.0
Corrientes,San Luis del Palmar,San Luis del Palmar,18140010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,San Martín,La Cruz,18147030,248.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,249.0,,1.0,2.0,3.0,211.0,32.0,0.0,0.0
Corrientes,San Miguel,Loreto,18154010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,37.0,,0.0,0.0,37.0,0.0,0.0,0.0,0.0
Corrientes,San Miguel,San Miguel,18154020,0.0,0.0,0.0,3.0,0.0,1.0,0.0,118.0,122.0,,1.0,0.0,97.0,0.0,21.0,0.0,3.0
Corrientes,San Roque,Chavarría,18161010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),18161040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,San Roque,San Roque,18161050,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,786.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,797.0,6.0,2.0,5.0,8.0,636.0,66.0,61.0,3.0
Corrientes,Santo Tomé,José Rafael Gómez,18168010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrientes,Santo Tomé,Santo Tomé,18168040,1197.0,0.0,0.0,394.0,0.0,2.0,0.0,598.0,2191.0,992.0,1.0,11.0,52.0,1032.0,73.0,6.0,0.0
Corrientes,Sauce,Sauce,18175010,0.0,1050.0,0.0,0.0,0.0,2.0,0.0,0.0,1052.0,0.0,2.0,0.0,998.0,0.0,0.0,0.0,0.0
Entre Rios,Colón,Arroyo Barú,30008010,0.0,0.0,0.0,80.0,0.0,0.0,0.0,89.0,169.0,,0.0,0.0,0.0,0.0,0.0,89.0,80.0
Entre Rios,Colón,Colón,30008020,873.0,4879.0,0.0,3770.0,160.0,5.0,0.0,742.0,10429.0,1388.0,4.0,22.0,220.0,3341.0,17.0,779.0,4760.0
Entre Rios,Colón,Colonia Hugues,30008030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,22.0,0.0,0.0,45.0,5.0,0.0,0.0,0.0
Entre Rios,Colón,Hocker,30008050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Entre Rios,Colón,La Clarita,30008060,0.0,0.0,0.0,53.0,0.0,0.0,0.0,34.0,87.0,,0.0,0.0,0.0,34.0,0.0,0.0,53.0
Entre Rios,Colón,Pueblo Liebig's,30008080,0.0,0.0,0.0,99.0,0.0,0.0,0.0,106.0,205.0,24.0,0.0,0.0,82.0,0.0,0.0,9.0,0.0
Entre Rios,Colón,San José,30008090,747.0,0.0,0.0,0.0,700.0,0.0,0.0,624.0,2071.0,1070.0,0.0,12.0,179.0,774.0,34.0,3.0,0.0
Entre Rios,Colón,Ubajay,30008100,9.0,0.0,0.0,129.0,0.0,0.0,0.0,137.0,275.0,,0.0,0.0,0.0,7.0,2.0,165.0,101.0
Entre Rios,Colón,Villa  Elisa,30008110,569.0,1.0,0.0,957.0,0.0,0.0,0.0,273.0,1800.0,,0.0,13.0,90.0,690.0,47.0,2.0,957.0
Entre Rios,Colón,Pueblo Cazes,30008070,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,11.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Entre Rios,Colón,El Brillante,30008100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entre Rios,Colón,Hambis,30008040,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,29.0,0.0
Entre Rios,Concordia,Concordia,30015060,3926.0,5690.0,0.0,6672.0,1.0,3.0,0.0,627.0,16919.0,3.0,1.0,165.0,479.0,11104.0,117.0,56.0,4968.0
Entre Rios,Concordia,Pedernal,30015130,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59.0,62.0,,0.0,0.0,0.0,32.0,0.0,30.0,0.0
Entre Rios,Concordia,La Criolla,30015090,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,12.0,,0.0,0.0,6.0,0.0,0.0,0.0,6.0
Entre Rios,Concordia,Los Charrúas,30015100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,0.0,1.0,43.0,0.0,0.0,0.0,0.0
Entre Rios,Concordia,Clodomiro Ledesma,30015020,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.0,0.0,0.0,30.0,0.0
Entre Rios,Diamante,Aldea Brasilera,30021010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,,0.0,1.0,41.0,29.0,0.0,0.0,0.0
Entre Rios,Diamante,Aldea Protestante,30021020,3.0,0.0,0.0,130.0,153.0,0.0,0.0,55.0,341.0,,0.0,40.0,201.0,70.0,0.0,0.0,0.0
Entre Rios,Diamante,Aldea Spatzenkutter,30021050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,,0.0,1.0,42.0,2.0,0.0,0.0,0.0
Entre Rios,Diamante,Aldea Valle María,30021060,0.0,0.0,0.0,85.0,0.0,0.0,224.0,26.0,335.0,,0.0,4.0,297.0,34.0,0.0,0.0,0.0
Entre Rios,Diamante,Colonia Ensayo,30021070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,0.0,0.0,8.0,2.0,0.0,0.0,0.0
Entre Rios,Diamante,Diamante,30021080,1864.0,1130.0,0.0,0.0,0.0,0.0,0.0,390.0,3384.0,,0.0,10.0,364.0,1645.0,1236.0,116.0,0.0
Entre Rios,Diamante,General Alvear,30021100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,,0.0,0.0,15.0,2.0,0.0,0.0,0.0
Entre Rios,Diamante,General Ramírez,30021120,483.0,2419.0,0.0,0.0,1.0,0.0,0.0,92.0,2995.0,17.0,1.0,9.0,101.0,417.0,25.0,2235.0,186.0
Entre Rios,Diamante,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,124.0,,,,,,,,
Entre Rios,Diamante,Villa Libertador San Martín,30021150,551.0,0.0,0.0,0.0,1.0,0.0,0.0,442.0,994.0,,0.0,6.0,343.0,544.0,86.0,4.0,0.0
Entre Rios,Diamante,Strobel,30021120,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Entre Rios,Diamante,Estación Camps,30021090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,,0.0,0.0,31.0,0.0,0.0,0.0,0.0
Entre Rios,Diamante,General Racedo,30021110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,,0.0,1.0,14.0,0.0,0.0,0.0,0.0
Entre Rios,Federación,Chajarí,30028010,612.0,5927.0,0.0,5356.0,0.0,0.0,0.0,100.0,11995.0,1.0,0.0,23.0,136.0,4604.0,91.0,7111.0,28.0
Entre Rios,Federación,Colonia Alemana,30028020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,,0.0,0.0,0.0,45.0,0.0,0.0,0.0
Entre Rios,Federación,Colonia Ensanche Sauce,30028090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,,0.0,0.0,0.0,28.0,0.0,0.0,0.0
Entre Rios,Federación,Colonia La Argentina,30028040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,,0.0,0.0,0.0,46.0,0.0,0.0,0.0
Entre Rios,Federación,Colonia Peña,30028050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Entre Rios,Federación,Colonia Santa María,30028040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Entre Rios,Federación,Federación,30028070,1005.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,1047.0,35.0,0.0,13.0,9.0,829.0,134.0,16.0,0.0
Entre Rios,Federación,Los Conquistadores,30028080,0.0,131.0,0.0,0.0,0.0,0.0,0.0,422.0,553.0,,0.0,0.0,185.0,213.0,0.0,130.0,0.0
Entre Rios,Federación,San Jaime de la Frontera,30028090,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,,0.0,0.0,6.0,6.0,0.0,0.0,0.0
Entre Rios,Federación,San Pedro,30028100,0.0,0.0,0.0,275.0,0.0,0.0,0.0,35.0,310.0,5.0,0.0,0.0,30.0,25.0,0.0,250.0,0.0
Entre Rios,Federación,Santa Ana,30028110,0.0,1.0,0.0,418.0,0.0,0.0,0.0,16.0,435.0,1.0,0.0,0.0,16.0,112.0,7.0,299.0,0.0
Entre Rios,Federación,Villa del Rosario,30028120,0.0,4.0,0.0,644.0,0.0,0.0,0.0,100.0,748.0,1.0,0.0,0.0,100.0,254.0,0.0,393.0,0.0
Entre Rios,Federación,San Ramón,30028105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
Entre Rios,Federal,Conscripto Bernardi,30035010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,,0.0,2.0,111.0,0.0,0.0,0.0,0.0
Entre Rios,Federal,El Cimarrón,30035020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,,0.0,0.0,22.0,20.0,0.0,0.0,0.0
Entre Rios,Federal,Federal,30035030,415.0,0.0,0.0,1.0,1100.0,0.0,0.0,251.0,1767.0,1100.0,0.0,4.0,250.0,148.0,4.0,259.0,0.0
Entre Rios,Federal,Nueva Vizcaya,30035040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Entre Rios,Federal,Sauce de Luna,30035050,0.0,0.0,0.0,3.0,0.0,1.0,0.0,565.0,569.0,,1.0,1.0,325.0,240.0,0.0,0.0,0.0
Entre Rios,Feliciano,San José de Feliciano,30042010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,703.0,705.0,,2.0,0.0,461.0,241.0,0.0,1.0,0.0
Entre Rios,Feliciano,San Víctor,30042020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,,0.0,0.0,18.0,12.0,0.0,1.0,0.0
Entre Rios,Gualeguay,General Galarza,30049030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,608.0,2.0,0.0,135.0,470.0,1.0,0.0,0.0,0.0
Entre Rios,Gualeguay,Gualeguay,30049040,3948.0,4113.0,0.0,6.0,753.0,1.0,0.0,1361.0,10182.0,750.0,1.0,340.0,1171.0,5233.0,287.0,68.0,2290.0
Entre Rios,Gualeguaychú,Aldea San Antonio,30056010,0.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,189.0,,1.0,0.0,0.0,188.0,0.0,0.0,0.0
Entre Rios,Gualeguaychú,Aldea San Juan,30056020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,,0.0,0.0,19.0,0.0,0.0,0.0,0.0
Entre Rios,Gualeguaychú,Faustino M. Parera,30056040,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
